10.5732 28.8902 0.3660 0.2775 0.3493 0.5250
6.8519 19.7407 0.3470 0.1951 0.2451 0.4790
7.6463 21.3659 0.3580 0.1984 0.2651 0.5260
8.7195 24.5732 0.3550 0.2351 0.3035 0.5120
4.6585 13.5000 0.3450 0.1289 0.1657 0.4720
8.7439 22.0610 0.3960 0.2278 0.2850 0.5520
7.3293 20.3659 0.3600 0.1921 0.2320 0.4760
5.4878 17.9878 0.3050 0.1529 0.2201 0.4730
6.5244 17.9756 0.3630 0.1810 0.2237 0.4890
10.8659 28.9146 0.3760 0.2974 0.3545 0.5150
7.2927 19.3659 0.3770 0.1913 0.2442 0.5270
6.1707 18.7439 0.3290 0.1636 0.2226 0.4850
6.3171 17.5366 0.3600 0.1693 0.2086 0.4810
5.8537 17.7439 0.3300 0.1568 0.2104 0.4770
8.2073 23.2195 0.3530 0.2237 0.2835 0.4980
7.4390 20.5000 0.3630 0.1977 0.2435 0.4910
8.0854 21.5122 0.3760 0.2065 0.2643 0.5310
6.9634 20.3049 0.3430 0.1917 0.2491 0.4880
6.1829 16.8902 0.3660 0.1664 0.2064 0.4920
6.6463 18.2317 0.3650 0.1873 0.2234 0.4750
9.3659 25.8049 0.3630 0.2509 0.3164 0.5150
7.0122 21.0854 0.3330 0.1919 0.2512 0.4770
8.6463 23.4390 0.3690 0.2419 0.3007 0.5140
6.2927 17.9390 0.3510 0.1734 0.2186 0.4810
6.1951 17.7927 0.3480 0.1787 0.2218 0.4710
7.1220 20.0000 0.3560 0.1924 0.2358 0.4790
8.7927 22.8902 0.3840 0.2219 0.2737 0.5260
8.5610 23.8902 0.3580 0.2231 0.2782 0.4970
6.1829 19.2683 0.3210 0.1593 0.2218 0.4820
9.4390 24.8415 0.3800 0.2392 0.2908 0.5170
9.5000 26.5732 0.3580 0.2498 0.3300 0.5310
6.7073 18.8049 0.3570 0.1865 0.2346 0.4900
8.4512 23.9756 0.3520 0.2160 0.2908 0.5260
9.4390 24.7805 0.3810 0.2466 0.2911 0.5050
4.9390 13.9878 0.3530 0.1297 0.1706 0.4940
8.1098 22.3049 0.3640 0.2116 0.2916 0.5540
6.6829 18.9390 0.3530 0.1856 0.2305 0.4790
7.3171 21.4268 0.3410 0.1881 0.2449 0.4860
5.9268 15.8902 0.3730 0.1567 0.1927 0.4950
9.2561 24.8537 0.3720 0.2507 0.3024 0.5050
8.0976 22.4268 0.3610 0.2079 0.2712 0.5200
6.8659 19.4634 0.3530 0.1863 0.2353 0.4870
7.0366 22.5244 0.3120 0.1856 0.2583 0.4750
9.3293 25.0610 0.3720 0.2412 0.3002 0.5190
9.3902 25.2561 0.3720 0.2401 0.2903 0.5040
5.9878 17.9878 0.3330 0.1623 0.2180 0.4840
8.5122 21.4268 0.3970 0.2099 0.2567 0.5370
8.6951 23.3780 0.3720 0.2383 0.2854 0.4980
6.6220 19.2317 0.3440 0.1840 0.2371 0.4840
7.8902 20.7805 0.3800 0.2037 0.2462 0.5060
9.9756 26.2439 0.3800 0.2621 0.3212 0.5270
8.0488 24.6463 0.3270 0.2067 0.2803 0.4890
6.5976 19.9146 0.3310 0.1763 0.2400 0.4910
6.0732 19.0976 0.3180 0.1710 0.2259 0.4560
7.8659 22.2561 0.3530 0.2149 0.2685 0.4890
10.0732 27.4756 0.3670 0.2674 0.3343 0.5200
8.9268 25.3902 0.3520 0.2249 0.2959 0.5150
8.0488 24.7805 0.3250 0.2130 0.2839 0.4790
8.5732 24.9146 0.3440 0.2312 0.2903 0.4820
10.7683 27.0366 0.3980 0.2589 0.3106 0.5400
11.3780 32.6829 0.3480 0.3077 0.3923 0.5120
7.4634 21.2195 0.3520 0.2041 0.2550 0.4840
10.0854 26.8537 0.3760 0.2562 0.3224 0.5330
6.4878 18.8537 0.3440 0.1742 0.2202 0.4730
5.1585 15.1951 0.3390 0.1366 0.1842 0.4890
6.7805 20.2317 0.3350 0.1927 0.2621 0.5000
6.6463 18.2927 0.3630 0.1768 0.2231 0.4990
4.9512 14.9146 0.3320 0.1360 0.1793 0.4680
7.1463 19.3049 0.3700 0.1885 0.2330 0.5010
6.8293 19.6829 0.3470 0.1943 0.2400 0.4700
7.7073 22.7317 0.3390 0.1985 0.2618 0.4920
6.7561 19.4878 0.3470 0.1801 0.2353 0.4940
8.4390 26.3415 0.3200 0.2503 0.3187 0.4590
8.5122 24.9756 0.3410 0.2196 0.2910 0.5010
9.8415 27.2073 0.3620 0.2542 0.3165 0.5080
5.6220 16.4634 0.3410 0.1532 0.2040 0.4900
8.2561 22.5244 0.3670 0.2110 0.2695 0.5170
8.8537 25.1220 0.3520 0.2336 0.3017 0.5080
7.4390 21.7195 0.3430 0.2103 0.2743 0.4940
6.0610 16.8415 0.3600 0.1583 0.2034 0.4990
9.9390 28.3659 0.3500 0.2573 0.3360 0.5160
8.7439 26.1220 0.3350 0.2229 0.2927 0.4880
6.4756 18.3902 0.3520 0.1693 0.2179 0.4920
10.6463 29.3902 0.3620 0.2875 0.3482 0.5020
7.9390 21.3780 0.3710 0.2057 0.2445 0.4870
10.7317 29.6098 0.3620 0.2775 0.3525 0.5240
9.8293 28.5610 0.3440 0.2631 0.3394 0.5020
8.0000 23.6951 0.3380 0.2121 0.2775 0.4890
9.0244 26.1951 0.3450 0.2379 0.3031 0.4910
13.1341 31.6098 0.4160 0.3087 0.3621 0.5630
10.7073 30.8902 0.3470 0.2838 0.3699 0.5160
8.0854 23.0366 0.3510 0.2110 0.2704 0.4970
9.7195 26.7073 0.3640 0.2537 0.3240 0.5240
7.7927 24.5854 0.3170 0.2219 0.2898 0.4600
6.1463 18.5488 0.3310 0.1669 0.2218 0.4770
6.0732 18.0488 0.3360 0.1581 0.2210 0.5080
5.3659 15.5732 0.3450 0.1399 0.1895 0.4990
5.5488 16.4268 0.3380 0.1470 0.2020 0.4980
8.5610 23.7927 0.3600 0.2226 0.2771 0.4980
7.4390 21.4878 0.3460 0.2019 0.2559 0.4830
8.2683 23.7195 0.3490 0.2011 0.2746 0.5240
7.7561 22.1707 0.3500 0.1962 0.2553 0.5000
9.3171 27.5000 0.3390 0.2572 0.3274 0.4870
9.0000 25.8293 0.3480 0.2419 0.3018 0.4870
10.5366 28.4878 0.3700 0.2728 0.3318 0.5110
8.0488 22.4268 0.3590 0.2010 0.2596 0.5100
6.9512 18.5122 0.3750 0.1733 0.2233 0.5260
8.6341 23.3537 0.3700 0.2355 0.2871 0.5040
8.4634 23.8537 0.3550 0.2347 0.2967 0.5010
8.6463 24.1829 0.3580 0.2190 0.2820 0.5110
8.8448 26.0000 0.3400 0.2306 0.3066 0.5050
12.2203 33.2034 0.3680 0.3150 0.3895 0.5250
10.9310 32.2586 0.3390 0.2883 0.3765 0.5060
9.9831 28.3220 0.3520 0.2663 0.3309 0.4970
6.6780 20.6102 0.3240 0.1743 0.2376 0.4810
13.1754 33.7719 0.3900 0.3308 0.3954 0.5440
10.7241 30.0000 0.3570 0.2951 0.3644 0.5060
10.4068 28.1186 0.3700 0.2560 0.3193 0.5220
7.8305 23.1864 0.3380 0.1974 0.2653 0.4980
12.2586 31.5000 0.3890 0.2805 0.3601 0.5670
14.7000 40.2833 0.3650 0.3631 0.4633 0.5480
8.2881 22.4068 0.3700 0.2111 0.2656 0.5140
10.3898 27.5254 0.3770 0.2643 0.3270 0.5290
9.2667 26.4500 0.3500 0.2400 0.3038 0.4980
9.1833 26.1000 0.3520 0.2537 0.3113 0.4890
9.4237 26.1695 0.3600 0.2435 0.3057 0.5070
8.4561 22.8596 0.3700 0.2143 0.2769 0.5290
7.7288 22.0678 0.3500 0.1971 0.2625 0.5120
9.2833 26.4000 0.3520 0.2412 0.3053 0.4990
9.1864 25.5424 0.3600 0.2284 0.2845 0.4990
8.3559 25.9492 0.3220 0.2126 0.2971 0.5000
8.4667 25.6500 0.3300 0.2236 0.2983 0.4900
10.2069 29.3793 0.3470 0.2741 0.3466 0.5000
7.9492 23.1017 0.3440 0.2019 0.2631 0.4950
10.2069 28.1724 0.3620 0.2598 0.3255 0.5140
9.2203 25.2881 0.3650 0.2464 0.3081 0.5120
9.0345 22.5690 0.4000 0.2279 0.2705 0.5290
9.1186 24.6610 0.3700 0.2306 0.2904 0.5180
9.5254 26.1017 0.3650 0.2612 0.3324 0.5250
8.9123 23.9123 0.3730 0.2165 0.2763 0.5270
